Ano;Municípios; Homicídio  Doloso;Total de vítimas de Homicidio Doloso; Latrocínio; Furtos;Abigeato*;Furto de Veículo ; Roubos; Roubo de Veículo; Estelionato; Delitos Relacionados à Armas e Munições; Entorpecentes - Posse; Entorpecentes - Tráfico;Vítimas de Latrocínio;
2019;ACEGUA;0;0;0;25;8;0;1;1;4;1;0;0;0;
2019;AGUA SANTA;0;0;0;26;5;1;1;0;1;3;1;0;0;
2019;AGUDO;0;0;0;95;4;5;3;0;23;6;5;7;0;
2019;AJURICABA;0;0;0;26;4;1;2;0;7;6;12;1;0;
2019;ALECRIM;1;1;0;27;10;3;1;0;13;8;4;3;0;
2019;ALEGRETE;5;5;0;814;100;15;124;4;142;37;70;77;0;
2019;ALEGRIA;1;1;0;20;4;3;0;0;4;2;0;0;0;
2019;ALMIRANTE TAMANDARE DO SUL;0;0;0;18;3;1;1;1;2;2;0;0;0;
2019;ALPESTRE;1;1;0;59;24;1;1;0;2;7;1;0;0;
2019;ALTO ALEGRE;0;0;0;10;5;1;0;0;1;2;0;0;0;
2019;ALTO FELIZ;0;0;0;6;0;0;2;0;2;1;0;0;0;
2019;ALVORADA;82;92;2;1461;23;258;3164;612;389;89;124;344;2;
2019;AMARAL FERRADOR;1;1;0;24;4;3;3;0;6;2;0;2;0;
2019;AMETISTA DO SUL;1;1;0;36;4;8;3;0;2;5;16;1;0;
2019;ANDRE DA ROCHA;0;0;0;15;7;0;0;0;3;2;1;0;0;
2019;ANTA GORDA;0;0;0;46;5;3;3;1;6;2;0;0;0;
2019;ANTONIO PRADO;0;0;0;105;5;6;10;4;30;4;11;15;0;
2019;ARAMBARE;0;0;0;64;12;0;7;0;4;3;4;3;0;
2019;ARARICA;0;0;0;40;1;1;6;5;5;6;11;7;0;
2019;ARATIBA;0;0;0;23;2;1;1;0;7;7;2;0;0;
2019;ARROIO DO MEIO;2;3;0;122;3;5;18;8;40;4;39;12;0;
2019;ARROIO DO PADRE;0;0;0;5;2;1;2;0;1;1;1;0;0;
2019;ARROIO DO SAL;1;1;0;407;9;13;18;6;42;7;34;20;0;
2019;ARROIO DO TIGRE;1;1;1;157;14;12;6;3;8;10;2;4;1;
2019;ARROIO DOS RATOS;0;0;0;92;8;6;15;4;17;6;65;25;0;
2019;ARROIO GRANDE;1;1;0;214;45;10;16;2;26;9;8;32;0;
2019;ARVOREZINHA;2;2;0;64;5;4;6;0;6;4;9;1;0;
2019;AUGUSTO PESTANA;0;0;0;36;3;2;1;0;8;1;1;0;0;
2019;AUREA;1;1;0;12;1;2;0;0;7;1;2;1;0;
2019;BAGE;13;13;0;1367;136;69;302;7;207;71;178;182;0;
2019;BALNEARIO PINHAL;6;6;0;271;7;20;57;6;49;5;17;37;0;
2019;BARAO;0;0;0;14;1;1;1;0;15;0;2;1;0;
2019;BARAO DE COTEGIPE;0;0;0;63;3;1;5;0;13;4;2;1;0;
2019;BARAO DO TRIUNFO;0;0;0;34;7;5;2;0;5;4;2;4;0;
2019;BARRA DO GUARITA;2;2;0;22;1;1;1;0;2;7;3;2;0;
2019;BARRA DO QUARAI;0;0;0;96;41;4;6;0;6;6;5;4;0;
2019;BARRA DO RIBEIRO;1;1;0;144;13;2;25;2;16;13;28;15;0;
2019;BARRA DO RIO AZUL;0;0;0;4;0;0;0;0;1;0;0;0;0;
2019;BARRA FUNDA;0;0;0;17;3;1;1;0;5;1;0;0;0;
2019;BARRACAO;0;0;0;56;9;0;1;0;7;8;2;0;0;
2019;BARROS CASSAL;1;1;0;144;32;5;5;1;14;8;5;3;0;
2019;BENJAMIN CONSTANT DO SUL;2;2;0;5;1;0;0;0;0;0;0;0;0;
2019;BENTO GONCALVES;37;44;1;802;6;151;233;32;411;62;147;110;1;
2019;BOA VISTA DAS MISSOES;0;0;0;14;5;4;1;1;0;2;1;0;0;
2019;BOA VISTA DO BURICA;1;1;0;26;2;0;1;0;8;2;1;0;0;
2019;BOA VISTA DO CADEADO;0;0;0;18;5;0;3;1;4;1;0;0;0;
2019;BOA VISTA DO INCRA;0;0;0;21;9;2;0;0;0;1;0;0;0;
2019;BOA VISTA DO SUL;0;0;0;11;2;0;1;0;6;2;0;0;0;
2019;BOM JESUS;7;8;1;157;23;3;8;1;13;9;32;9;1;
2019;BOM PRINCIPIO;0;0;0;88;2;9;6;2;28;4;48;16;0;
2019;BOM PROGRESSO;2;2;0;9;1;0;0;0;2;1;0;1;0;
2019;BOM RETIRO DO SUL;1;1;0;64;7;6;9;5;17;3;51;12;0;
2019;BOQUEIRAO DO LEAO;0;0;0;66;3;7;4;0;4;3;2;1;0;
2019;BOSSOROCA;1;2;0;54;20;0;3;0;4;4;5;1;0;
2019;BOZANO;0;0;0;9;3;0;1;0;0;0;1;1;0;
2019;BRAGA;0;0;0;22;10;3;0;0;2;1;0;0;0;
2019;BROCHIER;1;1;0;24;0;1;11;0;8;3;1;2;0;
2019;BUTIA;6;7;0;218;27;5;52;0;27;24;81;32;0;
2019;CACAPAVA DO SUL;4;4;1;389;45;15;21;1;36;30;103;36;1;
2019;CACEQUI;1;1;0;172;59;0;17;0;12;11;19;5;0;
2019;CACHOEIRA DO SUL;4;4;0;826;57;88;128;6;93;41;148;98;0;
2019;CACHOEIRINHA;24;24;0;1376;6;214;1399;226;430;52;224;236;0;
2019;CACIQUE DOBLE;0;0;0;19;1;1;1;0;1;3;2;1;0;
2019;CAIBATE;1;1;0;16;1;1;1;0;7;4;0;0;0;
2019;CAICARA;1;1;0;43;4;3;3;0;4;3;3;0;0;
2019;CAMAQUA;6;6;0;797;43;63;112;9;122;48;82;70;0;
2019;CAMARGO;0;0;0;12;0;1;1;0;1;1;2;1;0;
2019;CAMBARA DO SUL;0;0;0;35;12;5;1;0;9;8;1;2;0;
2019;CAMPESTRE DA SERRA;1;1;0;39;5;0;1;1;3;4;3;0;0;
2019;CAMPINA DAS MISSOES;1;1;0;14;0;3;0;0;3;2;2;1;0;
2019;CAMPINAS DO SUL;0;0;0;85;0;3;0;0;6;3;8;1;0;
2019;CAMPO BOM;10;10;0;741;1;112;285;96;191;11;71;23;0;
2019;CAMPO NOVO;0;0;0;49;5;2;1;1;4;7;11;6;0;
2019;CAMPOS BORGES;0;0;0;16;3;3;0;0;2;0;7;1;0;
2019;CANDELARIA;9;9;0;268;29;13;36;10;41;32;16;1;0;
2019;CANDIDO GODOI;0;0;0;11;0;2;0;0;6;1;0;0;0;
2019;CANDIOTA;1;1;0;111;23;6;11;0;18;6;1;6;0;
2019;CANELA;10;11;0;503;4;18;60;1;132;30;175;84;0;
2019;CANGUCU;8;9;0;332;91;16;44;2;34;27;6;24;0;
2019;CANOAS;59;63;1;3800;20;653;3918;685;950;161;624;627;1;
2019;CANUDOS DO VALE;0;0;0;6;1;0;0;0;0;1;0;0;0;
2019;CAPAO BONITO DO SUL;0;0;0;25;7;1;1;1;2;2;1;0;0;
2019;CAPAO DA CANOA;11;11;0;1060;6;88;233;19;268;36;64;125;0;
2019;CAPAO DO CIPO;0;0;0;19;13;0;1;0;2;3;0;0;0;
2019;CAPAO DO LEAO;4;5;0;185;20;12;31;3;27;8;4;7;0;
2019;CAPELA DE SANTANA;3;4;0;49;11;11;17;7;17;2;15;13;0;
2019;CAPITAO;0;0;0;9;2;1;1;2;2;4;3;0;0;
2019;CAPIVARI DO SUL;0;0;0;43;8;1;2;1;12;4;13;7;0;
2019;CARAA;2;2;0;27;4;1;3;0;3;4;6;4;0;
2019;CARAZINHO;7;7;0;680;22;56;150;18;160;44;39;51;0;
2019;CARLOS BARBOSA;0;0;0;138;2;8;12;5;47;4;23;22;0;
2019;CARLOS GOMES;0;0;0;7;0;0;2;0;1;0;0;0;0;
2019;CASCA;1;1;0;46;1;6;2;3;23;6;22;4;0;
2019;CASEIROS;0;0;0;34;7;3;1;0;5;1;1;0;0;
2019;CATUIPE;1;1;0;100;14;1;1;0;1;4;7;1;0;
2019;CAXIAS DO SUL;59;62;5;4016;35;1174;1844;459;1853;211;242;244;5;
2019;CENTENARIO;0;0;0;8;1;1;0;0;3;2;0;0;0;
2019;CERRITO;0;0;0;55;17;0;5;1;3;4;2;1;0;
2019;CERRO BRANCO;0;0;0;17;0;1;3;0;1;5;0;0;0;
2019;CERRO GRANDE;0;0;0;12;3;1;0;0;0;2;0;0;0;
2019;CERRO GRANDE DO SUL;2;2;0;62;11;11;13;4;9;10;0;1;0;
2019;CERRO LARGO;4;4;0;119;3;3;10;0;20;3;13;14;0;
2019;CHAPADA;0;0;0;25;0;0;1;0;14;4;4;0;0;
2019;CHARQUEADAS;3;3;0;193;9;3;26;1;20;11;172;132;0;
2019;CHARRUA;0;0;0;5;0;0;1;0;1;2;0;0;0;
2019;CHIAPETTA;0;0;0;13;2;2;0;0;7;0;1;0;0;
2019;CHUI;3;3;0;135;19;5;29;0;7;2;8;11;0;
2019;CHUVISCA;0;0;0;29;4;1;0;0;5;1;0;0;0;
2019;CIDREIRA;7;7;0;360;8;31;67;6;53;10;39;46;0;
2019;CIRIACO;1;1;0;47;18;1;1;0;6;5;4;1;0;
2019;COLINAS;0;0;0;13;2;0;2;0;5;1;1;0;0;
2019;COLORADO;0;0;0;22;1;2;2;1;6;3;2;0;0;
2019;CONDOR;0;0;0;48;6;6;1;0;19;2;0;1;0;
2019;CONSTANTINA;2;2;0;52;1;4;7;0;7;11;10;5;0;
2019;COQUEIRO BAIXO;0;0;0;6;2;0;0;0;0;0;0;0;0;
2019;COQUEIROS DO SUL;0;0;0;26;5;1;0;0;2;1;0;0;0;
2019;CORONEL BARROS;0;0;0;17;3;0;0;0;3;1;0;1;0;
2019;CORONEL BICACO;0;0;0;64;4;7;6;0;5;6;9;0;0;
2019;CORONEL PILAR;0;0;0;6;0;0;0;0;6;0;0;0;0;
2019;COTIPORA;0;0;0;22;1;1;0;1;9;5;0;0;0;
2019;COXILHA;1;1;0;14;3;1;1;0;1;0;5;0;0;
2019;CRISSIUMAL;0;0;0;67;3;4;5;0;7;6;17;3;0;
2019;CRISTAL;0;0;0;51;3;1;7;1;9;0;5;1;0;
2019;CRISTAL DO SUL;0;0;0;7;2;1;0;0;3;1;2;2;0;
2019;CRUZ ALTA;11;12;0;781;30;91;248;16;126;57;47;51;0;
2019;CRUZALTENSE;0;0;0;5;0;0;1;0;1;4;0;0;0;
2019;CRUZEIRO DO SUL;3;3;0;83;4;16;17;3;18;8;8;4;0;
2019;DAVID CANABARRO;0;0;0;9;1;3;0;0;7;2;0;0;0;
2019;DERRUBADAS;0;0;0;14;7;1;0;0;0;1;1;0;0;
2019;DEZESSEIS DE NOVEMBRO;2;2;0;12;4;0;1;0;1;5;0;0;0;
2019;DILERMANDO DE AGUIAR;0;0;0;53;29;1;1;0;1;3;3;0;0;
2019;DOIS IRMAOS;1;1;0;214;2;20;30;5;40;1;33;4;0;
2019;DOIS IRMAOS DAS MISSOES;0;0;0;7;3;0;0;2;0;0;0;0;0;
2019;DOIS LAJEADOS;0;0;0;19;0;0;0;2;4;1;2;1;0;
2019;DOM FELICIANO;0;0;0;88;10;11;11;2;13;7;2;2;0;
2019;DOM PEDRITO;6;7;0;423;65;24;72;1;73;27;54;47;0;
2019;DOM PEDRO DE ALCANTARA;0;0;0;12;1;3;2;1;5;0;1;0;0;
2019;DONA FRANCISCA;0;0;0;21;0;1;2;0;3;3;0;5;0;
2019;DOUTOR RICARDO;0;0;0;9;0;2;0;0;0;0;0;0;0;
2019;DR MAURICIO CARDOSO;0;0;0;23;4;1;3;0;3;4;2;2;0;
2019;ELDORADO DO SUL;7;7;0;305;8;26;177;22;109;20;79;59;0;
2019;ENCANTADO;5;5;0;136;3;12;16;1;45;9;46;17;0;
2019;ENCRUZILHADA DO SUL;6;6;1;224;34;15;38;4;18;17;13;8;1;
2019;ENGENHO VELHO;0;0;0;6;2;0;0;0;1;1;0;0;0;
2019;ENTRE IJUIS;0;0;0;67;10;2;7;0;3;10;7;1;0;
2019;ENTRE RIOS DO SUL;1;1;0;8;3;1;3;0;2;0;1;2;0;
2019;EREBANGO;0;0;0;12;0;1;1;0;2;2;4;0;0;
2019;ERECHIM;11;11;1;958;3;137;186;12;364;200;259;164;1;
2019;ERNESTINA;1;1;0;20;4;0;1;0;4;3;10;1;0;
2019;ERVAL GRANDE;0;0;0;30;5;4;0;2;2;4;4;2;0;
2019;ERVAL SECO;0;0;0;34;15;2;1;0;8;2;1;0;0;
2019;ESMERALDA;0;0;0;57;3;0;3;0;5;9;2;2;0;
2019;ESPERANCA DO SUL;1;1;0;8;2;0;0;0;2;2;0;0;0;
2019;ESPUMOSO;2;2;0;88;15;15;8;0;19;14;22;13;0;
2019;ESTACAO;1;1;1;31;0;1;6;0;12;1;8;2;1;
2019;ESTANCIA VELHA;4;4;1;376;3;62;133;56;152;11;49;22;2;
2019;ESTEIO;11;12;0;1045;0;123;601;91;252;28;34;135;0;
2019;ESTRELA;9;10;0;319;2;22;56;10;99;11;108;38;0;
2019;ESTRELA VELHA;0;0;0;5;1;1;2;0;1;6;0;0;0;
2019;EUGENIO DE CASTRO;0;0;0;12;1;0;0;0;1;2;0;0;0;
2019;FAGUNDES VARELA;0;0;0;9;3;0;1;0;1;0;0;0;0;
2019;FARROUPILHA;21;23;1;603;6;131;163;82;218;27;148;66;1;
2019;FAXINAL DO SOTURNO;0;0;0;73;5;1;4;0;5;3;4;9;0;
2019;FAXINALZINHO;0;0;0;12;6;1;1;0;0;1;0;0;0;
2019;FAZENDA VILA NOVA;2;2;0;44;5;3;12;4;2;3;15;5;0;
2019;FELIZ;0;0;0;78;0;5;6;1;16;4;39;10;0;
2019;FLORES DA CUNHA;3;3;0;168;5;46;57;15;79;17;17;10;0;
2019;FLORIANO PEIXOTO;0;0;0;17;5;1;0;0;1;0;0;0;0;
2019;FONTOURA XAVIER;3;3;2;157;50;7;8;0;6;16;9;3;2;
2019;FORMIGUEIRO;0;0;0;81;22;1;3;1;15;8;1;3;0;
2019;FORQUETINHA;0;0;0;13;0;3;3;0;0;5;2;0;0;
2019;FORTALEZA DOS VALOS;1;0;0;28;3;1;2;0;2;3;2;0;0;
2019;FREDERICO WESTPHALEN;4;5;0;263;12;20;24;0;83;26;179;27;0;
2019;GARIBALDI;5;5;0;182;9;11;17;26;51;11;20;17;0;
2019;GARRUCHOS;0;0;0;42;26;0;3;0;1;2;0;0;0;
2019;GAURAMA;0;0;0;44;4;0;2;2;5;3;0;1;0;
2019;GENERAL CAMARA;0;0;0;92;10;1;8;0;11;2;5;8;0;
2019;GENTIL;0;0;0;23;8;0;1;0;5;2;0;0;0;
2019;GETULIO VARGAS;1;1;0;68;1;9;13;4;28;12;66;56;0;
2019;GIRUA;0;0;0;194;9;8;14;0;16;4;13;21;0;
2019;GLORINHA;1;1;0;55;9;2;13;6;24;3;7;3;0;
2019;GRAMADO;1;1;0;454;1;17;25;2;152;14;94;45;0;
2019;GRAMADO DOS LOUREIROS;1;1;0;2;0;0;0;1;0;1;0;0;0;
2019;GRAMADO XAVIER;2;2;0;33;1;3;1;0;1;0;0;1;0;
2019;GRAVATAI;66;73;2;2056;52;475;2332;461;807;134;128;319;2;
2019;GUABIJU;0;0;0;8;2;0;0;0;4;2;1;0;0;
2019;GUAIBA;27;27;1;619;6;75;475;34;147;54;674;140;1;
2019;GUAPORE;4;5;0;149;5;18;25;10;64;8;36;36;0;
2019;GUARANI DAS MISSOES;0;0;0;115;9;0;8;0;5;6;4;0;0;
2019;HARMONIA;0;0;0;10;0;0;1;1;3;0;3;0;0;
2019;HERVAL;1;1;0;100;51;4;3;0;5;7;9;2;0;
2019;HERVEIRAS;1;1;0;7;1;1;1;1;2;2;2;0;0;
2019;HORIZONTINA;1;2;0;112;1;1;4;1;11;2;78;13;0;
2019;HULHA NEGRA;0;0;0;39;14;2;2;0;4;3;4;2;0;
2019;HUMAITA;0;0;0;15;0;0;4;0;2;0;2;2;0;
2019;IBARAMA;1;1;0;33;2;2;5;1;2;5;0;1;0;
2019;IBIACA;0;0;0;49;4;0;1;1;6;2;0;0;0;
2019;IBIRAIARAS;0;0;0;51;8;1;2;0;15;3;6;0;0;
2019;IBIRAPUITA;1;1;0;20;3;0;0;0;3;6;5;7;0;
2019;IBIRUBA;2;2;0;139;7;6;16;2;52;5;12;19;0;
2019;IGREJINHA;4;4;0;292;2;25;48;4;69;15;73;25;0;
2019;IJUI;12;13;0;760;10;51;88;6;165;52;109;84;0;
2019;ILOPOLIS;0;0;0;28;1;2;3;0;4;5;12;1;0;
2019;IMBE;7;7;0;783;13;55;132;15;77;11;60;30;0;
2019;IMIGRANTE;0;0;0;10;0;0;1;0;4;0;0;0;0;
2019;INDEPENDENCIA;0;0;0;54;4;1;3;0;5;4;11;5;0;
2019;INHACORA;0;0;0;10;1;2;1;0;1;0;0;0;0;
2019;IPE;0;0;0;64;13;0;6;0;10;2;4;6;0;
2019;IPIRANGA DO SUL;0;0;0;5;1;0;0;0;2;0;0;0;0;
2019;IRAI;0;0;0;58;13;6;3;0;11;7;18;9;0;
2019;ITAARA;0;0;0;60;8;1;2;1;8;5;1;1;0;
2019;ITACURUBI;0;0;0;42;25;0;0;0;0;2;1;0;0;
2019;ITAPUCA;0;0;0;16;9;0;1;0;0;3;1;0;0;
2019;ITAQUI;2;2;0;420;34;16;77;5;36;22;30;22;0;
2019;ITATI;0;0;0;33;3;1;2;0;0;2;1;0;0;
2019;ITATIBA DO SUL;0;0;0;8;2;1;0;1;0;1;1;0;0;
2019;IVORA;0;0;0;5;1;0;1;0;1;4;2;0;0;
2019;IVOTI;0;0;0;118;1;14;22;4;51;4;30;10;0;
2019;JABOTICABA;1;1;0;12;2;2;0;0;2;2;1;1;0;
2019;JACUIZINHO;0;0;0;8;4;0;0;0;1;1;1;0;0;
2019;JACUTINGA;0;0;0;17;1;0;0;0;2;4;3;2;0;
2019;JAGUARAO;4;4;0;636;63;42;90;0;28;14;57;25;0;
2019;JAGUARI;0;0;0;60;10;0;3;0;14;5;14;14;0;
2019;JAQUIRANA;1;1;0;44;10;3;4;1;7;7;4;2;0;
2019;JARI;0;0;0;18;11;1;1;0;1;6;0;0;0;
2019;JOIA;0;0;0;30;6;0;1;0;1;5;2;1;0;
2019;JULIO DE CASTILHOS;2;2;0;282;39;10;23;1;33;10;37;13;0;
2019;LAGOA BONITA DO SUL;0;0;0;13;2;1;0;0;0;2;0;0;0;
2019;LAGOA DOS TRES CANTOS;0;0;0;3;0;0;0;0;1;0;0;1;0;
2019;LAGOA VERMELHA;6;6;0;396;44;11;34;5;80;40;100;34;0;
2019;LAGOAO;0;0;0;35;12;3;3;0;6;3;1;3;0;
2019;LAJEADO;17;18;0;893;4;186;147;37;243;45;115;110;0;
2019;LAJEADO DO BUGRE;2;2;0;9;0;0;0;0;1;7;6;1;0;
2019;LAVRAS DO SUL;0;0;0;48;11;2;1;0;6;1;9;4;0;
2019;LIBERATO SALZANO;0;0;0;14;5;0;0;1;0;2;0;0;0;
2019;LINDOLFO COLLOR;0;0;0;20;0;1;2;0;4;1;10;6;0;
2019;LINHA NOVA;0;0;0;8;0;0;0;0;0;0;0;0;0;
2019;MACAMBARA;0;0;0;46;23;1;0;0;3;4;1;0;0;
2019;MACHADINHO;0;0;0;41;1;2;3;0;1;4;4;0;0;
2019;MAMPITUBA;1;1;0;16;3;1;3;0;1;2;1;4;0;
2019;MANOEL VIANA;1;1;0;40;14;1;3;1;10;7;8;3;0;
2019;MAQUINE;2;5;0;90;10;5;8;1;7;4;6;1;0;
2019;MARATA;0;0;0;14;2;2;1;0;1;1;1;0;0;
2019;MARAU;1;1;1;411;8;28;26;1;108;16;81;17;1;
2019;MARCELINO RAMOS;0;0;0;14;1;2;0;0;4;6;13;2;0;
2019;MARIANA PIMENTEL;1;1;0;30;4;2;5;1;5;4;1;5;0;
2019;MARIANO MORO;0;0;0;9;0;0;0;0;3;1;0;0;0;
2019;MARQUES DE SOUZA;0;0;0;25;2;2;2;0;6;1;1;0;0;
2019;MATA;1;1;0;70;44;1;0;0;7;4;2;0;0;
2019;MATO CASTELHANO;1;1;0;25;3;0;0;1;1;4;1;1;0;
2019;MATO LEITAO;0;0;1;21;2;0;2;0;5;0;6;1;1;
